image_name,manual_size,start_carapace_x,start_carapace_y,eyes_x,eyes_y,rostrum_x,rostrum_y,tail_x,tail_y,start_carapace_x_mm,start_carapace_y_mm,eyes_x_mm,eyes_y_mm,rostrum_x_mm,rostrum_y_mm,tail_x_mm,tail_y_mm,tail_rostrum_distance_mm
undistorted_GX010191_114_1383.jpg,big,0.900443,0.174369,0.911019,0.22765,0.916785,0.278349,0.869377,0.0340125,4783.153216,521.014572,4839.332928,680.2182,4869.96192,831.706812,4618.130623999999,101.62935,772.2901670780234
undistorted_GX010191_117_1408.jpg,big,0.767872,0.32948,0.738665,0.37866,0.710576,0.436155,0.829031,0.223896,4078.936064,984.48624,3923.78848,1131.43608,3774.5797119999997,1303.23114,4403.812672,669.001248,893.410137538574
undistorted_GX010191_118_1415.jpg,big,0.768002,0.223965,0.747836,0.280971,0.729618,0.344128,0.819469,0.0856282,4079.626624,669.20742,3972.5048319999996,839.5413480000001,3875.730816,1028.2544639999999,4353.019328,255.8570616,907.9658974440846
undistorted_GX010191_14_460.jpg,big,0.607487,0.359733,0.614204,0.28992,0.616937,0.233797,0.583761,0.517522,3226.970944,1074.882204,3262.651648,866.28096,3277.169344,698.585436,3100.938432,1546.3557360000002,865.8936516145861
undistorted_GX010191_14_460.jpg,big,0.754422,0.738214,0.728972,0.738645,0.707176,0.73599,0.8097,0.734618,4007.489664,2205.783432,3872.2992639999998,2207.07126,3756.518912,2199.13812,4301.1264,2195.038584,544.6229174218485
undistorted_GX010191_15_479.jpg,big,0.577932,0.580492,0.576604,0.507472,0.57657,0.448215,0.580231,0.732693,3069.974784,1734.510096,3062.920448,1516.326336,3062.73984,1339.26642,3082.187072,2189.286684,850.242697141876
undistorted_GX010191_16_495.jpg,big,0.597929,0.731132,0.58671,0.661645,0.57394,0.601343,0.625039,0.865885,3176.1988480000005,2184.622416,3116.6035199999997,1976.9952600000001,3048.76928,1796.812884,3320.207168,2587.26438,835.7583948549596
undistorted_GX010191_17_509.jpg,big,0.653954,0.8189,0.631562,0.755651,0.613526,0.693494,0.707965,0.95479,3473.803648,2446.8732,3354.8573439999996,2257.8851879999997,3259.050112,2072.160072,3760.71008,2852.91252,928.0286140802735
undistorted_GX010191_17_509.jpg,big,0.885561,0.883168,0.865833,0.920663,0.846455,0.968027,0.940054,0.788712,4704.100032,2638.905984,4599.304896,2750.941044,4496.36896,2892.464676,4993.5668479999995,2356.671456,730.9446726186796
undistorted_GX010191_28_230.jpg,small,0.512238,0.129768,0.545834,0.114006,0.57875,0.097762,0.4403,0.183285,2721.008256,387.746784,2899.470208,340.649928,3074.3199999999997,292.112856,2338.8736000000004,547.65558,778.5778644826086
undistorted_GX010191_28_230.jpg,big,0.734692,0.422041,0.742172,0.498408,0.749121,0.579306,0.718783,0.22452,3902.683904,1261.058508,3942.4176640000005,1489.2431040000001,3979.3307520000003,1730.966328,3818.175296,670.86576,1072.2799519120417
undistorted_GX010191_32_305.jpg,small,0.545391,0.486664,0.579686,0.471219,0.613423,0.455759,0.472558,0.536592,2897.1169919999998,1454.152032,3079.2920320000003,1408.002372,3258.502976,1361.807892,2510.228096,1603.3368959999998,786.2897403707153
undistorted_GX010191_32_305.jpg,big,0.745442,0.762936,0.751373,0.831975,0.759686,0.907155,0.729756,0.569706,3959.7879040000003,2279.652768,3991.2933759999996,2485.9413,4035.4520319999997,2710.5791400000003,3876.463872,1702.2815280000002,1020.7552641966087
undistorted_GX010191_34_1128.jpg,big,0.696648,0.610994,0.674643,0.666494,0.650797,0.731309,0.74583,0.481874,3700.594176,1825.6500720000001,3583.703616,1991.4840720000002,3457.0336639999996,2185.151292,3961.84896,1439.839512,900.1822773651658
undistorted_GX010191_34_1128.jpg,small,0.643595,0.151031,0.672845,0.175345,0.704744,0.200278,0.585306,0.110198,3418.77664,451.280628,3574.1526400000002,523.93086,3743.600128,598.430664,3109.145472,329.27162400000003,689.1874195991971
undistorted_GX010191_34_350.jpg,small,0.588132,0.648881,0.609527,0.601142,0.625988,0.558262,0.530508,0.75075,3124.157184,1938.856428,3237.807424,1796.212296,3325.248256,1668.0868560000001,2818.058496,2243.241,766.8401019829557
undistorted_GX010191_34_350.jpg,big,0.832652,0.678369,0.857488,0.731262,0.876787,0.786798,0.765942,0.546369,4423.047423999999,2026.966572,4554.976256,2185.010856,4657.492544,2350.952424,4068.683904,1632.5505719999999,928.868578161453
undistorted_GX010191_35_1167.jpg,big,0.787907,0.567766,0.786119,0.646785,0.782424,0.733637,0.790733,0.376201,4185.361984,1696.484808,4175.864128,1932.5935800000002,4156.236288,2192.107356,4200.373696,1124.088588,1068.9303997853162
undistorted_GX010191_35_1167.jpg,small,0.614228,0.228891,0.64759,0.228624,0.681728,0.227901,0.539053,0.24377,3262.779136,683.9263080000001,3439.99808,683.128512,3621.339136,680.9681879999999,2863.449536,728.3847599999999,759.3714355230852
undistorted_GX010191_35_367.jpg,big,0.858333,0.544002,0.890199,0.58628,0.91491,0.636099,0.777299,0.457351,4559.464896,1625.477976,4728.737088,1751.80464,4860.00192,1900.663812,4129.012288,1366.5647880000001,905.3218264955549
undistorted_GX010191_35_367.jpg,small,0.60938,0.662201,0.627526,0.610456,0.640408,0.563308,0.564452,0.775964,3237.0265600000002,1978.656588,3333.4181120000003,1824.042528,3401.847296,1683.1643040000001,2998.3690239999996,2318.5804319999997,752.6940757695772
undistorted_GX010191_36_1195.jpg,small,0.600414,0.260135,0.629851,0.234661,0.656091,0.211365,0.537106,0.340562,3189.399168,777.28338,3345.768512,701.167068,3485.1553919999997,631.55862,2853.107072,1017.599256,740.6162646459411
undistorted_GX010191_36_1195.jpg,big,0.86344,0.415207,0.878265,0.477717,0.889737,0.547563,0.82725,0.260405,4586.59328,1240.638516,4665.34368,1427.418396,4726.282944,1636.118244,4394.352,778.09014,919.9947710930567
undistorted_GX010191_37_1242.jpg,big,0.8051,0.269656,0.839859,0.314869,0.868836,0.365449,0.721993,0.180358,4276.6912,805.732128,4461.331008,940.828572,4615.256832,1091.961612,3835.226816,538.9097039999999,956.1972802740034
undistorted_GX010191_37_1242.jpg,small,0.55113,0.416157,0.563905,0.361035,0.571365,0.315323,0.523524,0.540426,2927.6025600000003,1243.477116,2995.4633599999997,1078.77258,3035.09088,942.1851240000001,2780.959488,1614.792888,719.0159724185112
undistorted_GX010191_38_1266.jpg,small,0.527009,0.544086,0.52152,0.476292,0.51708,0.417005,0.540177,0.670353,2799.471808,1625.728968,2770.3142399999997,1423.160496,2746.72896,1246.0109400000001,2869.420224,2003.014764,766.8819568959361
undistorted_GX010191_38_1266.jpg,big,0.726925,0.203478,0.763409,0.204307,0.791826,0.205764,0.647471,0.196895,3861.4256,607.992264,4055.228608,610.4693159999999,4206.179712,614.8228320000001,3439.365952,588.3222599999999,767.2715443972003
undistorted_GX010191_41_1322.jpg,big,0.498824,0.406326,0.502553,0.330001,0.5078,0.266061,0.491257,0.56623,2649.753088,1214.102088,2669.561536,986.0429879999999,2697.4336000000003,794.990268,2609.557184,1691.89524,901.1996411935183
undistorted_GX010191_41_1322.jpg,small,0.666156,0.756879,0.645607,0.760803,0.628487,0.76138,0.714822,0.750866,3538.620672,2261.554452,3429.4643840000003,2273.279364,3338.5229440000003,2275.00344,3797.1344639999998,2243.5876080000003,459.68628517388044
undistorted_GX010191_42_1339.jpg,small,0.75452,0.707168,0.732511,0.742208,0.709391,0.780394,0.811498,0.628033,4008.0102399999996,2113.017984,3891.0984320000002,2217.7175039999997,3768.284992,2331.8172720000002,4310.677376000001,1876.562604,708.1287389712372
undistorted_GX010191_42_1339.jpg,big,0.523248,0.551202,0.509111,0.48225,0.49559,0.419441,0.55877,0.694013,2779.4933760000004,1646.991576,2704.3976319999997,1440.963,2632.57408,1253.289708,2968.18624,2073.710844,886.4120725347757
undistorted_GX010191_42_457.jpg,big,0.615786,0.318852,0.623856,0.250483,0.630949,0.193195,0.589729,0.476017,3271.0552319999997,952.7297760000001,3313.9230719999996,748.443204,3351.601088,577.26666,3132.6404479999997,1422.338796,872.9780506477881
undistorted_GX010191_42_457.jpg,small,0.750862,0.717846,0.732733,0.723061,0.712318,0.729299,0.804557,0.713115,3988.5789440000003,2144.923848,3892.2776959999997,2160.5062679999996,3783.833216,2179.1454120000003,4273.806783999999,2130.78762,492.354113810137
undistorted_GX010191_46_1396.jpg,big,0.77143,0.450639,0.733365,0.48023,0.697618,0.514131,0.837821,0.383012,4097.83616,1346.509332,3895.63488,1434.92724,3705.746816,1536.223428,4450.505152000001,1144.439856,841.5220415001435
undistorted_GX010191_47_507.jpg,big,0.640012,0.796923,0.620254,0.731873,0.606634,0.670016,0.687349,0.936732,3399.7437440000003,2381.2059240000003,3294.789248,2186.836524,3222.439808,2002.0078079999998,3651.197888,2798.955216,904.9633485855684
undistorted_GX010191_47_507.jpg,small,0.874951,0.891612,0.853496,0.928382,0.829601,0.978978,0.93656,0.796785,4647.7397120000005,2664.1366559999997,4533.770752,2774.005416,4406.840512,2925.186264,4975.006719999999,2380.79358,786.8775217947343
undistorted_GX010191_5_190.jpg,big,0.691073,0.208311,0.694226,0.283239,0.698689,0.366398,0.684339,0.0162213,3670.979776,622.433268,3687.728512,846.3181320000001,3711.4359680000002,1094.797224,3635.208768,48.4692444,1049.1009612585713
undistorted_GX010191_88_1016.jpg,big,0.612575,0.192562,0.604738,0.263738,0.595551,0.344893,0.638023,0.0139262,3253.9984,575.375256,3212.368256,788.049144,3163.5669120000002,1030.540284,3389.178176,41.6114856,1014.3375230900931
undistorted_GX010191_8_309.jpg,small,0.542065,0.490582,0.573905,0.468185,0.604073,0.451273,0.46663,0.552363,2879.4492800000003,1465.859016,3048.58336,1398.93678,3208.835776,1348.403724,2478.73856,1650.4606440000002,790.1141232321046
undistorted_GX010191_8_309.jpg,big,0.735622,0.772862,0.742128,0.838431,0.746667,0.907747,0.725576,0.589268,3907.624064,2309.3116560000003,3942.183936,2505.231828,3966.295104,2712.348036,3854.259712,1760.732784,958.1876209279772
undistorted_GX010191_90_1036.jpg,big,0.607047,0.271107,0.583598,0.329628,0.558311,0.394605,0.655713,0.14592,3224.633664,810.0677159999999,3100.0725759999996,984.928464,2965.748032,1179.07974,3483.147456,436.00896,905.4591918166938
undistorted_GX010191_94_1132.jpg,big,0.701918,0.630919,0.684596,0.683065,0.666955,0.742094,0.747857,0.50367,3728.588416,1885.185972,3636.5739519999997,2040.9982200000002,3542.86496,2217.3768720000003,3972.616384,1504.9659599999998,831.9949482819594
undistorted_GX010191_94_1132.jpg,small,0.647087,0.172416,0.675421,0.193571,0.706061,0.215663,0.593894,0.132556,3437.3261439999997,515.1790080000001,3587.8363520000003,578.390148,3750.5960320000004,644.401044,3154.764928,396.077328,645.5070661285652
undistorted_GX010192_26_1578.jpg,small,0.436475,0.648277,0.452375,0.549908,0.469154,0.460938,0.401422,0.864023,2318.5552,1937.051676,2403.016,1643.125104,2492.146048,1377.282744,2132.353664,2581.700724,1257.0096380424786
undistorted_GX010192_26_1578.jpg,big,0.71478,0.326606,0.747231,0.440783,0.778096,0.552707,0.643302,0.0592316,3796.91136,975.898728,3969.291072,1317.059604,4133.245952,1651.488516,3417.220224,176.9840208,1639.1633077649512
undistorted_GX010193_11_1065.jpg,big,0.508529,0.67528,0.550494,0.794102,0.584366,0.910871,0.412727,0.412767,2701.306048,2017.73664,2924.2241280000003,2372.7767759999997,3104.1521920000005,2721.6825479999998,2192.405824,1233.347796,1745.4001757683232
undistorted_GX010193_18_1289.jpg,small,0.447013,0.405884,0.470968,0.495083,0.492176,0.58613,0.386656,0.189075,2374.5330559999998,1212.781392,2501.782016,1479.308004,2614.438912,1751.35644,2053.916672,564.9561,1312.1474567619043
undistorted_GX010193_19_1334.jpg,small,0.290776,0.374319,0.335545,0.435819,0.376311,0.505333,0.202218,0.249601,1544.6021119999998,1118.465172,1782.4150399999999,1302.227172,1998.964032,1509.9350040000002,1074.182016,745.807788,1199.6300176925115
undistorted_GX010193_27_1553.jpg,small,0.681358,0.336208,0.64055,0.40322,0.601022,0.482101,0.768123,0.203396,3619.373696,1004.589504,3402.6016,1204.8213600000001,3192.628864,1440.517788,4080.269376,607.747248,1217.132881338564
undistorted_GX010193_27_1553.jpg,big,0.348871,0.255338,0.359526,0.105987,,,0.318039,0.58736,1853.202752,762.9499440000001,1909.802112,316.68915599999997,,,1689.423168,1755.03168,
undistorted_GX010193_28_1584.jpg,small,0.54121,0.251825,0.523138,0.341904,0.50129,0.439105,0.590756,0.0367832,2874.9075199999997,752.4531000000001,2778.909056,1021.609152,2662.85248,1312.04574,3138.095872,109.90820160000001,1292.6681487799092
undistorted_GX010193_7_360.jpg,small,0.458569,0.771933,0.511814,0.785897,0.557445,0.798602,0.345225,0.73776,2435.918528,2306.535804,2718.755968,2348.260236,2961.1478399999996,2386.222776,1833.8352,2204.42688,1141.8771983476208
