,Label,PrawnID,Avg_Length,Std_Length,Uncertainty,Length_1,Length_2,Length_3,BoundingBox_1,BoundingBox_2,BoundingBox_3,Angle_1,Angle_2,Angle_3,Scale_1,Scale_2,Scale_3,Global_Uncertainty
42,carapace:undistorted_GX010069_19_191.jpg_gamma,Prawn_1,32.74166666666667,0.3146281756119272,0.181650661884187,33.179,32.594,32.452,"(3240.008697599999, 480.0032416, 157.0031232, 117.0023648)","(3256.0062804, 492.0004476, 133.0022268, 109.0002906)","(3228.015696299999, 468.0021458999999, 152.9985757, 112.9991382)",-143.366,-140.711,-143.616,58.592,52.326,58.181,0.2942581907953586
43,carapace:undistorted_GX010069_19_191.jpg_gamma,Prawn_2,27.46533333333333,2.997156022335544,1.730408836298734,26.511,31.519,24.366,"(1856.0070656, 1376.003824, 153.0012896, 32.99901439999999)","(1872.0045108, 1380.0040632, 161.0018694, 41.0026536)","(1896.0082461, 1388.0066627, 136.9988007, 41.00015069999999)",-11.889,-14.036,-16.39,58.592,52.326,58.181,0.2942581907953586
44,carapace:undistorted_GX010069_19_191.jpg_gamma,Prawn_3,31.25666666666666,1.962933915228822,1.133300424358807,30.531,29.299,33.94,"(3652.010064, 2652.0086816, 177.0005728, 32.99901439999999)","(3648.0065094, 2656.0049688, 153.001224, 20.9984238)","(3628.015889399999, 2644.0122726, 197.000866, 25.0003757)",-10.305,-7.496,-6.981,58.592,52.326,58.181,0.2942581907953586
53,carapace:undistorted_GX010069_53_796.jpg_gamma,Prawn_0,42.47733333333333,3.646179949237587,2.105122975206137,37.659,46.477,43.296,"(3395.9963178, 539.9982585, 224.9987787, 0.9992808000000001)","(3396.0033425, 515.9998375, 232.999975, 5.002485)","(3387.9987368, 539.9975564, 245.0020744, 0.9975012)",0.0,-0.988,0.0,59.481,49.925,56.356,0.2942581907953586
54,carapace:undistorted_GX010069_53_796.jpg_gamma,Prawn_1,36.94333333333334,0.9501194077003646,0.5485516957980934,38.237,36.611,35.982,"(4439.9949336, 2107.9947438, 208.9983897, 92.9985435)","(4476.005905, 2120.0002225, 169.0011175, 73.00033499999999)","(4475.9964016, 2131.9982004, 189.0011172, 76.9992028)",-23.86,-23.199,-22.011,59.481,49.925,56.356,0.2942581907953586
63,carapace:undistorted_GX010071_22_444.jpg_gamma,Prawn_0,41.95333333333333,2.472138390588647,1.427289765280364,44.087,43.285,38.488,"(1720.0073955, 519.9995431, 136.998493, 189.0031841)","(1719.9963136, 519.9964415999999, 129.0007744, 189.000768)","(1719.9960277, 512.0008044, 120.9968089, 180.9977814)",125.882,124.249,123.69,52.631,52.544,56.207,0.2942581907953586
64,carapace:undistorted_GX010071_22_444.jpg_gamma,Prawn_1,39.764,3.491247437044053,2.015672647584975,39.528,44.153,35.611,"(824.0014622, 2064.0088746, 4.999944999999999, 209.0029641)","(835.9960576, 2043.9931264, 0.9983359999999999, 233.0011136)","(807.9981078, 2071.9923652, 8.9987407, 201.0018527)",91.102,90.0,87.709,52.631,52.544,56.207,0.2942581907953586
83,carapace:undistorted_GX010073_42_695.jpg_gamma,Prawn_0,28.94666666666667,4.280205940009066,2.47117805165127,29.951,33.614,23.275,"(1232.0075004, 499.9997631, 92.998977, 128.998581)","(1232.012106, 500.005386, 101.002464, 137.00016)","(1240.0048262, 528.0039436, 68.9995558, 112.9989462)",-54.293,-53.673,-58.736,52.631,50.22,56.294,0.2942581907953586
84,carapace:undistorted_GX010073_42_695.jpg_gamma,Prawn_1,46.23366666666666,2.340251316038988,1.351144727286486,42.993,48.436,47.272,"(2316.0113657, 1808.0064275, 160.998229, 160.998229)","(2332.020942, 1780.017768, 173.002878, 173.002878)","(2320.0052162, 1784.0018952, 197.000853, 181.0020982)",-135.0,-135.0,-137.437,52.631,50.22,56.294,0.2942581907953586
85,carapace:undistorted_GX010073_42_695.jpg_gamma,Prawn_2,33.49366666666666,2.638964485466895,1.523606856066174,34.47,36.125,29.886,"(288.0020951, 2720.0121848, 44.999505, 177.0033161)","(308.004282, 2712.025638, 45.00214200000001, 177.00039)","(267.9988458, 2740.0034914, 53.00080099999999, 161.00084)",75.964,75.964,71.996,52.631,50.22,56.294,0.2942581907953586
94,carapace:undistorted_GX010073_55_1014.jpg_gamma,Prawn_0,37.03866666666666,2.314139196812114,1.336068888221738,35.878,40.269,34.969,"(3111.9726726, 599.9932257, 1.0007184, 204.9994386)","(3108.0086361, 620.0044299, 17.0027808, 221.0032842)","(3103.992819, 619.9967609999999, 4.997538, 192.9983274)",-90.0,-85.84,-91.193,56.859,54.777,54.918,0.2942581907953586
95,carapace:undistorted_GX010073_55_1014.jpg_gamma,Prawn_2,37.565,4.820908074903177,2.78335257478379,36.703,32.139,43.853,"(4975.958526, 1583.9893938, 204.9994386, 44.9982126)","(3076.0079127, 1520.006973, 177.0009201, 5.001140100000001)","(4927.989844799999, 1591.9959348, 236.998629, 48.9978396)",-167.829,1.302,-168.503,56.859,54.777,54.918,0.2942581907953586
96,carapace:undistorted_GX010073_55_1014.jpg_gamma,Prawn_3,28.70933333333333,2.328161554150016,1.34416470000545,31.406,25.725,28.997,"(1571.9864589, 1891.983225, 49.0010862, 172.9991934)","(1592.0058618, 1916.0063391, 17.0027808, 141.0014757)","(1583.9943822, 1915.9956594, 33.0002262, 156.9995784)",-105.593,-96.52,-101.592,56.859,54.777,54.918,0.2942581907953586
105,carapace:undistorted_GX010077_14_237.jpg_gamma,Prawn_0,26.24866666666667,1.915332057082762,1.105817478744253,28.336,26.7,23.71,"(1963.9902786, 319.9980532, 68.9977134, 133.0015162)","(1971.9868307, 331.995143, 60.9972611, 120.999592)","(1964.013102, 328.001183, 57.0005205, 125.0017455)",-62.745,-63.435,-65.695,52.402,50.249,57.385,0.2942581907953586
106,carapace:undistorted_GX010077_14_237.jpg_gamma,Prawn_1,35.995,1.201714608382539,0.6938102526387645,36.552,37.107,34.326,"(2251.9864304, 1543.9934888, 92.9978294, 168.99645)","(2251.9843085, 1567.9898956, 73.00174720000001, 172.9972572)","(2260.0106705, 1548.006283, 80.99892750000001, 181.003767)",-118.706,-112.714,-113.962,52.402,50.249,57.385,0.2942581907953586
107,carapace:undistorted_GX010077_14_237.jpg_gamma,Prawn_2,34.313,2.003923318559537,1.156965667405717,36.272,35.107,31.56,"(4251.976882999999, 2259.9882158, 28.9992668, 188.9982934)","(4255.969702400001, 2275.9832309, 12.9994163, 176.9970776)","(4244.022445000001, 2268.015878, 21.00291, 181.003767)",-98.471,-93.9,-96.34,52.402,50.249,57.385,0.2942581907953586
116,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_1,39.73166666666666,0.4630668298300901,0.2673517588551891,39.944,40.162,39.089,"(3428.0281893, 120.0020822, 164.9988626, 137.0012215)","(3412.0113268, 108.0000968, 169.0026724, 140.9980088)","(3416.012901, 116.002992, 160.999839, 141.000636)",140.332,140.194,138.814,53.339,54.452,54.39,0.2942581907953586
117,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_2,30.95066666666667,0.5117254037947389,0.2954447996320624,31.639,30.413,30.8,"(3996.0352003, 180.0031233, 89.0014554, 145.0020715)","(3992.01225, 188.0009752, 101.0030148, 132.99901)","(3972.014676, 184.00137, 93.001461, 141.000636)",-58.57,-52.853,-56.689,53.339,54.452,54.39,0.2942581907953586
118,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_3,45.37033333333333,4.175909189093502,2.410962294434565,39.469,48.126,48.516,"(4532.0388113, 1304.0105364, 205.0031126, 53.0029643)","(4516.014736399999, 1284.005386, 257.0025496, 57.0003536)","(4520.015682, 1276.005717, 257.003628, 65.001489)",-165.7,-167.661,-165.964,53.339,54.452,54.39,0.2942581907953586
119,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_4,38.99133333333333,0.4244999672817686,0.2450851703811164,39.291,39.292,38.391,"(1232.0082203, 1496.0149347, 85.00103039999999, 193.0018376)","(1232.003726, 1508.0045784, 77.00057319999999, 200.9986676)","(1852.006695, 304.002027, 124.999098, 169.000608)",-66.371,-69.193,-126.431,53.339,54.452,54.39,0.2942581907953586
120,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_5,44.64066666666667,2.980301699865672,1.720677988683745,40.524,47.482,45.916,"(4948.040340099999, 2180.018269, 137.0012215, 168.9992876)","(4948.0151236, 2168.00638, 149.0024528, 212.9998884)","(4948.016031, 2156.008722, 132.999867, 213.002118)",-51.009,-55.081,-58.092,53.339,54.452,54.39,0.2942581907953586
121,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_6,31.743,0.609840962874747,0.3520918440785958,31.336,32.605,31.288,"(4364.036963, 2780.0233461, 60.9984804, 157.0033465)","(4348.0139808, 2764.010746, 69.0015744, 165.0004504)","(4352.01585, 2768.010441, 68.999154, 157.002174)",-111.038,-112.521,-113.552,53.339,54.452,54.39,0.2942581907953586
122,carapace:undistorted_GX010080_73_1102.jpg_gamma,Prawn_7,45.018,2.808188858796124,1.621308593561251,46.664,41.065,47.325,"(3276.028041, 2712.021455, 177.0001376, 177.0001376)","(3288.0132324, 2724.0103068, 165.0004504, 152.9992296)","(3272.009937, 2700.012063, 185.002146, 180.999042)",-45.0,-42.825,-44.37,53.339,54.452,54.39,0.2942581907953586
135,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_0,26.50133333333333,1.866121170294744,1.07740556001013,29.135,25.331,25.038,"(1240.0005307, 147.9985298, 109.0028774, 156.9985284)","(1216.002375, 152.0019, 101.0032875, 129.0002625)","(1228.0108686, 147.9999786, 109.0024236, 133.000395)",55.305,52.001,50.711,65.123,64.125,68.118,0.2942581907953586
136,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_1,33.99,2.499129581807768,1.442873136796472,36.051,35.446,30.473,"(2888.0031687, 107.9999832, 93.00215630000001, 217.0028606)","(2880.00765, 92.0001375, 108.999675, 200.9998125)","(2872.0183632, 104.0025624, 89.00297880000001, 189.0002028)",-113.07,-118.369,-115.084,65.123,64.125,68.118,0.2942581907953586
137,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_2,43.626,3.523811951093114,2.03447377853723,45.602,46.6,38.676,"(5008.0042861, 91.99926210000001, 136.9992551, 264.9985116)","(5004.0072, 64.0031625, 140.99805, 265.002975)","(4996.0329684, 84.00311760000001, 133.000395, 228.9990924)",62.745,62.063,59.931,65.123,64.125,68.118,0.2942581907953586
138,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_3,35.125,1.235961434134037,0.7135826667052825,36.13,35.861,33.384,"(2392.0003515, 1328.0012406, 136.9992551, 192.9985228)","(2372.0029875, 1324.0017, 149.00085, 176.997825)","(2384.0141994, 1348.0075374, 145.0027866, 176.9978112)",-125.311,-130.061,-129.289,65.123,64.125,68.118,0.2942581907953586
139,carapace:undistorted_GX010080_157_2283.jpg_gamma,Prawn_4,34.03366666666667,3.996332012678068,2.307283363290802,36.858,36.861,28.382,"(1564.0004803, 2176.0003851, 97.0007085, 221.0014128)","(1560.0009375, 2196.0055125, 97.0018875, 216.999)","(1584.0091602, 2208.0177228, 80.9991138, 176.9978112)",-113.575,-113.962,-114.444,65.123,64.125,68.118,0.2942581907953586
152,carapace:undistorted_GX010080_193_2640.jpg_gamma,Prawn_0,34.53533333333333,4.470108524658235,2.580818360018273,29.61,40.43,33.566,"(1619.001, 437.9983, 120.9996, 135.9995)","(1595.9974052, 428.001926, 145.0012212, 153.0024672)","(1591.9949058, 436.0000073, 144.9976229, 144.9976229)",48.366,46.548,45.0,61.0,51.788,60.671,0.2942581907953586
153,carapace:undistorted_GX010080_193_2640.jpg_gamma,Prawn_1,41.43433333333333,2.303617493325566,1.329994179881447,38.574,44.215,41.514,"(3356.0004, 504.0003, 79.0011, 222.9977)","(3335.9965232, 524.0013416, 76.9983984, 217.0020776)","(3343.9853057, 499.9957781, 88.9982899, 236.9991273)",-109.359,-109.385,-110.45,61.0,51.788,60.671,0.2942581907953586
154,carapace:undistorted_GX010080_193_2640.jpg_gamma,Prawn_2,32.122,1.446834706062397,0.8353304070180181,32.328,33.782,30.256,"(5159.0018, 648.003, 46.0001, 192.9979)","(5171.9950568, 672.001088, 32.9993136, 172.997814)","(5175.976486199999, 671.9980631, 36.9971758, 180.9997943)",-103.191,-100.539,-101.31,61.0,51.788,60.671,0.2942581907953586
155,carapace:undistorted_GX010080_193_2640.jpg_gamma,Prawn_4,35.70233333333334,5.845089239885241,3.374663846085129,39.104,40.526,27.477,"(2680.9988, 1776.0028, 27.999, 237.9976)","(2687.9991732, 1783.9982028, 29.00128, 209.0008316)","(3051.9879169, 1407.991897, 144.9976229, 85.00007099999999)",83.501,82.333,149.744,61.0,51.788,60.671,0.2942581907953586
168,carapace:undistorted_GX010080_212_2954.jpg_gamma,Prawn_0,28.686,1.448487026751247,0.8362843748125132,27.172,30.638,28.248,"(2468.0044576, 1071.9992096, 105.002832, 136.9982944)","(2455.9893846, 1071.9954954, 112.9983498, 133.0000578)","(2467.9915902, 1051.99909, 101.002263, 128.9999868)",52.595,49.686,52.001,63.008,56.502,57.502,0.2942581907953586
169,carapace:undistorted_GX010080_212_2954.jpg_gamma,Prawn_1,31.811,1.678230814478947,0.968927012501745,32.183,33.655,29.595,"(3840.0036576, 552.0004864000001, 77.00207680000001, 188.9987968)","(3835.9829322, 539.9952642, 73.000584, 176.9981652)","(3839.989310200001, 535.9991428000001, 69.00240000000001, 156.9977106)",67.989,67.751,66.448,63.008,56.502,57.502,0.2942581907953586
170,carapace:undistorted_GX010080_212_2954.jpg_gamma,Prawn_2,33.73266666666667,3.095424831729708,1.787144359855399,30.486,37.899,32.813,"(4620.004892800001, 1043.9984544, 101.001824, 164.9990496)","(4591.9853424, 1023.9970464, 116.9986914, 180.9985068)","(4615.9845504, 1051.99909, 101.002263, 160.9998498)",58.627,57.2,57.995,63.008,56.502,57.502,0.2942581907953586
189,carapace:undistorted_GX010080_237_3366.jpg_gamma,Prawn_0,36.14033333333333,0.4691654529291588,0.2708728005431225,36.647,36.258,35.516,"(1460.9911596, 269.9956088, 102.999874, 174.9979692)","(1471.9884984, 279.9956627999999, 101.0005542, 161.0003682)","(1459.9922182, 284.0006496, 101.0000025, 165.0018247)",59.621,57.995,58.627,55.036,52.038,54.083,0.2942581907953586
190,carapace:undistorted_GX010080_237_3366.jpg_gamma,Prawn_1,36.44666666666667,1.108440445951977,0.639958389851043,37.797,36.461,35.082,"(2837.9808724, 273.0005744, 174.9979692, 114.997722)","(2867.9754978, 239.9992559999999, 156.998646, 108.9987948)","(2867.9836319, 259.9986142, 156.9975407, 108.9988782)",33.232,34.695,34.695,55.036,52.038,54.083,0.2942581907953586
191,carapace:undistorted_GX010080_237_3366.jpg_gamma,Prawn_2,31.065,2.494944621963917,1.440456949104076,31.756,33.716,27.723,"(4031.9758852, 248.9993748, 111.99826, 135.9994596)","(4035.963204, 259.9974594, 120.9987576, 128.9969982)","(4027.9774491, 287.9973833, 105.0021445, 108.9988782)",-129.428,-133.152,-133.919,55.036,52.038,54.083,0.2942581907953586
192,carapace:undistorted_GX010080_237_3366.jpg_gamma,Prawn_3,36.76333333333334,3.109013705698677,1.794989899899367,32.386,38.594,39.31,"(3413.9766412, 1025.9921192, 130.0005356, 124.0016116)","(3411.970342199999, 1003.9899492, 140.996961, 144.9986832)","(3411.9828957, 1007.9935457, 160.9996827, 140.9997893)",-136.364,-134.193,-138.814,55.036,52.038,54.083,0.2942581907953586
205,carapace:undistorted_GX010080_238_3392.jpg_gamma,Prawn_0,36.77533333333334,1.274980086990469,0.7361100964353595,35.956,38.576,35.794,"(1403.9909595, 923.9967738, 104.9988969, 164.997495)","(1359.990472, 931.9935199999999, 120.998208, 180.9982)","(1384.0103556, 928.0051308000001, 104.9992162, 181.000087)",57.619,56.31,59.982,54.009,56.08,58.078,0.2942581907953586
206,carapace:undistorted_GX010080_238_3392.jpg_gamma,Prawn_1,36.04233333333333,2.408372110414463,1.390474286256577,37.428,38.044,32.655,"(2511.9855945, 807.9962436000001, 181.0003617, 92.99809710000001)","(2507.987328, 787.996904, 184.996704, 108.997088)","(2500.0197802, 824.0048562, 169.0011722, 88.9987272)",27.072,30.411,27.646,54.009,56.08,58.078,0.2942581907953586
207,carapace:undistorted_GX010080_238_3392.jpg_gamma,Prawn_2,37.667,4.548821898763092,2.626263547746536,43.922,35.841,33.238,"(3039.9829794, 24.0015996, 25.0007661, 236.9968929)","(3039.98464, 35.997752, 21.00196, 200.996328)","(3040.0232164, 52.00304120000001, 21.0010048, 192.9990018)",-84.193,-84.289,-84.053,54.009,56.08,58.078,0.2942581907953586
208,carapace:undistorted_GX010080_238_3392.jpg_gamma,Prawn_3,36.336,1.788530309127209,1.032608455428399,33.98,38.311,36.717,"(3999.9821526, 995.9961717000001, 64.9998315, 173.0016288)","(3971.97816, 971.995384, 88.99896, 196.997824)","(3984.034644, 976.0065978, 85.0029608, 197.000576)",-110.41,-114.179,-113.199,54.009,56.08,58.078,0.2942581907953586
209,carapace:undistorted_GX010080_238_3392.jpg_gamma,Prawn_4,33.14033333333333,2.544931738879368,1.469317024511225,36.673,31.97,30.778,"(3023.9855136, 1903.9900788, 144.9979623, 136.9992294)","(3035.986136, 1891.987784, 141.001944, 113.0012)","(3056.0237054, 1872.0165584, 137.0001942, 116.998131)",-136.637,-141.34,-139.538,54.009,56.08,58.078,0.2942581907953586
228,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_0,34.39366666666667,4.484062319915825,2.58887458746646,31.252,40.735,31.194,"(732.002622, 836.00114, 168.998336, 80.99821599999999)","(715.9955471999999, 827.9942178, 184.998024, 80.998203)","(740.0001192000001, 828.0007740000001, 165.0019332, 65.00298480000001)",154.537,156.501,158.682,59.54,49.254,56.436,0.2942581907953586
229,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_1,34.424,1.842826271428392,1.063956243878897,34.675,36.545,32.052,"(2460.002272, 272.002536, 168.998336, 121.003142)","(2471.9794536, 271.9953642, 144.9988506, 108.999102)","(2456.010066, 264.0019644, 149.0023272, 104.999178)",35.538,36.87,35.096,59.54,49.254,56.436,0.2942581907953586
230,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_2,37.46033333333333,1.332546517845518,0.7693460907858085,36.956,39.285,36.14,"(3844.003618, 567.999692, 100.997702, 196.999998)","(3855.9675996, 579.9954024, 97.0008276, 169.0003248)","(3860.0135868, 572.0014344, 88.999572, 185.0028516)",-117.031,-119.745,-115.56,59.54,49.254,56.436,0.2942581907953586
231,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_3,36.906,1.747686470737815,1.009027254339545,35.934,39.36,35.424,"(3960.0054, 1396.00461, 77.00308199999999, 201.001086)","(3967.9662702, 1407.9896202, 72.99935339999999, 180.9985992)","(3988.0160784, 1408.0048332, 68.99865360000001, 188.9985204)",-110.807,-111.801,-109.885,59.54,49.254,56.436,0.2942581907953586
232,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_4,26.74033333333334,1.596580999789516,0.9217864700115189,26.415,28.838,24.968,"(1652.002794, 1744.004002, 157.001026, 20.999758)","(1655.9835102, 1743.985632, 140.9994258, 25.0013304)","(1668.0054852, 1736.0052216, 140.9997024, 16.9985232)",7.306,9.728,6.52,59.54,49.254,56.436,0.2942581907953586
233,carapace:undistorted_GX010082_8_59.jpg_gamma,Prawn_5,25.01666666666667,0.4070973129636485,0.2350377432259358,24.455,25.188,25.407,"(1272.000652, 2472.005536, 137.00154, 53.00250799999999)","(1283.9877498, 2459.9762538, 116.9979516, 44.99845439999999)","(1264.0027356, 2456.010066, 133.0027212, 57.00036)",20.925,20.772,22.989,59.54,49.254,56.436,0.2942581907953586
242,carapace:undistorted_GX010082_53_796.jpg_gamma,Prawn_0,37.62666666666667,0.5192920394365983,0.2998133987567498,38.263,37.626,36.991,"(3599.9975, 1223.9975, 209.0, 33.0)","(3611.9814966, 1223.9951652, 200.9998944, 37.0015659)","(3615.9984, 1228.0016, 204.9992, 36.9992)",171.254,169.796,169.992,55.0,54.009,56.0,0.2942581907953586
243,carapace:undistorted_GX010082_53_796.jpg_gamma,Prawn_1,21.10666666666667,3.392790821072757,1.958828693850448,25.214,16.905,21.201,"(1863.9995, 1672.0, 77.0, 117.0015)","(1863.9910134, 1659.9936195, 45.0002988, 80.9972973)","(1835.9992, 1667.9992, 64.99919999999999, 101.0016)",56.768,61.189,57.381,55.0,54.009,56.0,0.2942581907953586
252,carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_0,27.028,1.193537878186807,0.6890894152591678,25.466,28.363,27.255,"(2608.012541999999, 524.0036077999999, 117.002725, 92.9975448)","(2604.021077, 508.002474, 113.002127, 96.99864999999998)","(2580.0042258, 528.000096, 132.9976986, 93.00216359999999)",38.418,40.601,34.875,58.138,52.01,59.034,0.2942581907953586
253,carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_1,44.07533333333333,3.31037211738432,1.911244233089668,40.646,48.55,43.03,"(4088.0141666, 736.0038248, 236.999557, 12.9996568)","(4116.029792, 728.0047739999999, 253.002645, 17.002069)","(4088.0100456, 720.0022776, 253.0020138, 33.000006)",177.089,176.367,172.763,58.138,52.01,59.034,0.2942581907953586
254,carapace:undistorted_GX010082_65_1070.jpg_gamma,Prawn_2,35.542,1.360389160007778,0.7854210477331396,33.72,36.988,35.918,"(3744.0174344, 2640.0116972, 197.000613, 4.999867999999999)","(3764.026112, 2636.017629, 193.003909, 13.0025)","(3752.0062278, 2624.002266, 213.0005754, 5.0001798)",-1.169,-3.576,-1.081,58.138,52.01,59.034,0.2942581907953586
273,carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_0,20.59133333333333,1.485124536491432,0.8574370509234465,20.905,18.636,22.233,"(327.9971208, 767.9988336, 113.0005512, 21.0022216)","(344.0003812, 775.9967894000001, 104.9967352, 17.0007082)","(288.0015813, 771.9996069, 144.9980034, 20.9970501)",-10.125,-8.746,-7.907,54.424,56.462,65.391,0.2942581907953586
274,carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_1,32.413,1.74520142103999,1.007592510227556,32.745,34.365,30.129,"(2475.9872256, 707.9963736, 29.0025496, 176.9977328)","(2479.9860722, 687.9951162, 28.9988832, 192.9984084)","(2475.9975195, 692.0002575000001, 20.9970501, 196.9969266)",99.039,98.297,95.826,54.424,56.462,65.391,0.2942581907953586
275,carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_2,38.31566666666667,3.547785631755234,2.048314989520971,40.55,41.089,33.308,"(3735.9844616, 1643.9912104, 160.9970768, 152.9967488)","(3755.9764564, 1671.9866212, 168.9964122, 161.001393)","(3719.9893644, 1647.9970602, 156.9972519, 153.0018618)",-136.469,-136.397,-135.744,54.424,56.462,65.391,0.2942581907953586
276,carapace:undistorted_GX010082_236_3137.jpg_gamma,Prawn_3,20.54266666666667,3.219799821244931,1.85895229353247,24.075,21.265,16.288,"(775.9937192, 2467.9868976, 68.99874720000001, 113.0005512)","(779.9942990000001, 2475.9829164, 61.0015448, 104.9967352)","(760.0003584000001, 2467.9936611, 60.9967248, 88.997151)",58.736,60.018,55.713,54.424,56.462,65.391,0.2942581907953586
285,carapace:undistorted_GX010084_30_344.jpg_gamma,Prawn_0,31.72066666666666,4.118999905586576,2.378105704282453,29.981,37.405,27.776,"(63.997797, 871.9993649999999, 105.000996, 109.001796)","(63.9989958, 876.001479, 137.0000016, 145.0011999)","(96.0019324, 911.9959222000001, 104.998608, 117.001654)",-46.081,-46.637,-48.122,50.01,52.953,56.089,0.2942581907953586
