time,latitude,longitude,elevation,speed_m_s,speed_kmh
2024-04-07 06:56:31.299000+00:00,31.2518879,34.7995739,303.777,0.44294284172828885,1.5945942302218399
2024-04-07 06:56:31.400000+00:00,31.2518874,34.7995735,303.834,0.666015865127335,2.397657114458406
2024-04-07 06:56:31.500000+00:00,31.2518871,34.7995736,303.79,0.3459913392494883,1.245568821298158
2024-04-07 06:56:31.599000+00:00,31.2518866,34.7995735,303.653,0.5681744156845495,2.0454278964643784
2024-04-07 06:56:31.700000+00:00,31.2518862,34.7995737,303.545,0.4779010209361814,1.7204436753702532
2024-04-07 06:56:31.799000+00:00,31.2518856,34.799574,303.502,0.7313333816876098,2.632800174075395
2024-04-07 06:56:31.900000+00:00,31.2518854,34.7995739,303.418,0.23895051081174673,0.8602218389222882
2024-04-07 06:56:32+00:00,31.2518855,34.799574,303.401,0.14617114073512966,0.5262161066464668
2024-04-07 06:56:32.099000+00:00,31.2518847,34.7995744,303.317,0.9751111733588652,3.510400224091915
2024-04-07 06:56:32.200000+00:00,31.2518843,34.7995743,303.333,0.4491176884090067,1.6168236782724241
2024-04-07 06:56:32.299000+00:00,31.2518843,34.7995746,303.367,0.28864335266708663,1.0391160696015118
2024-04-07 06:56:32.400000+00:00,31.2518847,34.7995749,303.342,0.5223605321016227,1.8804979155658417
2024-04-07 06:56:32.500000+00:00,31.2518845,34.7995754,303.239,0.5253542131495992,1.891275167338557
2024-04-07 06:56:32.599000+00:00,31.2518846,34.7995758,303.183,0.40082181469421696,1.4429585328991812
2024-04-07 06:56:32.700000+00:00,31.2518849,34.799576,303.103,0.37951801971812266,1.3662648709852416
2024-04-07 06:56:32.799000+00:00,31.2518852,34.7995762,303.047,0.38718505291550137,1.393866190495805
2024-04-07 06:56:32.900000+00:00,31.2518852,34.7995762,303.01,0.0,0.0
2024-04-07 06:56:33+00:00,31.2518853,34.7995762,302.973,0.11087379641664967,0.3991456670999388
2024-04-07 06:56:33.099000+00:00,31.2518853,34.7995763,302.937,0.09621445215376481,0.34637202775355336
2024-04-07 06:56:33.200000+00:00,31.2518853,34.7995765,302.9,0.18861843095490527,0.679026351437659
2024-04-07 06:56:33.299000+00:00,31.2518853,34.7995769,302.861,0.3848578017786113,1.3854880864030006
2024-04-07 06:56:33.400000+00:00,31.2518852,34.7995774,302.814,0.4841554245392677,1.7429595283413637
2024-04-07 06:56:33.500000+00:00,31.2518854,34.7995782,302.76,0.7936271947986063,2.857057901274983
2024-04-07 06:56:33.599000+00:00,31.2518854,34.7995784,302.735,0.19242890410471358,0.6927440547769689
2024-04-07 06:56:33.700000+00:00,31.2518853,34.7995784,302.711,0.10977605007518587,0.39519378027066915
2024-04-07 06:56:33.799000+00:00,31.2518863,34.799578,302.682,1.1842192954337547,4.263189463561517
2024-04-07 06:56:33.900000+00:00,31.2518862,34.7995776,302.646,0.39288474159235054,1.414385069732462
2024-04-07 06:56:34+00:00,31.2518862,34.7995772,302.63,0.3810092201466438,1.3716331925279177
2024-04-07 06:56:34.099000+00:00,31.2518861,34.7995773,302.585,0.1476476191507527,0.5315314289427098
2024-04-07 06:56:34.200000+00:00,31.2518857,34.7995772,302.544,0.44911769639304,1.616823707014944
2024-04-07 06:56:34.299000+00:00,31.251886,34.7995779,302.501,0.7526534308217353,2.7095523509582473
2024-04-07 06:56:34.400000+00:00,31.2518864,34.7995788,302.441,0.9556384891275176,3.4402985608590635
2024-04-07 06:56:34.500000+00:00,31.2518864,34.7995782,302.391,0.5715138323992802,2.057449796637409
2024-04-07 06:56:34.599000+00:00,31.2518863,34.7995784,302.353,0.22264654049921842,0.8015275457971863
2024-04-07 06:56:34.700000+00:00,31.2518857,34.7995779,302.308,0.8100517050806721,2.9161861382904197
2024-04-07 06:56:34.799000+00:00,31.2518852,34.7995777,302.243,0.5921096395031741,2.1315947022114266
2024-04-07 06:56:34.900000+00:00,31.2518847,34.799577,302.203,0.8585375164085751,3.0907350590708704
2024-04-07 06:56:35+00:00,31.2518848,34.7995775,302.155,0.48899698283011095,1.7603891381883994
2024-04-07 06:56:35.099000+00:00,31.251885,34.7995783,302.081,0.8016436352210297,2.8859170867957067
2024-04-07 06:56:35.200000+00:00,31.2518852,34.7995788,302.02,0.5201526855123754,1.8725496678445515
2024-04-07 06:56:35.299000+00:00,31.2518856,34.7995783,301.98,0.6573523264359309,2.3664683751693514
2024-04-07 06:56:35.400000+00:00,31.2518871,34.7995778,301.92,1.7128283946298657,6.166182220667516
2024-04-07 06:56:35.500000+00:00,31.2518876,34.7995783,301.835,0.7308556984496762,2.6310805144188345
2024-04-07 06:56:35.599000+00:00,31.2518873,34.7995781,301.76,0.3871850539303411,1.3938661941492279
2024-04-07 06:56:35.700000+00:00,31.2518871,34.7995778,301.675,0.35812171980017554,1.2892381912806319
2024-04-07 06:56:35.799000+00:00,31.2518863,34.7995775,301.59,0.9412976487230634,3.3886715354030286
2024-04-07 06:56:35.900000+00:00,31.2518863,34.7995774,301.528,0.09430921448345334,0.33951317214043203
2024-04-07 06:56:36+00:00,31.2518864,34.7995773,301.456,0.14617114109787002,0.5262161079523321
2024-04-07 06:56:36.099000+00:00,31.2518853,34.7995778,301.359,1.3225297333811588,4.761107040172171
2024-04-07 06:56:36.200000+00:00,31.251885,34.7995773,301.246,0.5751632045511685,2.070587536384207
2024-04-07 06:56:36.299000+00:00,31.2518861,34.7995773,301.201,1.2319311535954138,4.43495215294349
2024-04-07 06:56:36.400000+00:00,31.2518865,34.799577,301.154,0.5223605292288482,1.8804979052238537
2024-04-07 06:56:36.500000+00:00,31.2518849,34.7995765,301.062,1.836799695688568,6.612478904478845
2024-04-07 06:56:36.599000+00:00,31.2518842,34.7995761,300.994,0.8733285933975378,3.143982936231136
2024-04-07 06:56:36.700000+00:00,31.2518849,34.7995763,300.98,0.7912427645631445,2.84847395242732
2024-04-07 06:56:36.799000+00:00,31.2518861,34.7995767,300.999,1.3979448000259,5.032601280093241
2024-04-07 06:56:36.900000+00:00,31.2518881,34.7995766,300.986,2.197545460496544,7.911163657787558
2024-04-07 06:56:37+00:00,31.2518886,34.7995767,300.937,0.5624926887196465,2.0249736793907274
2024-04-07 06:56:37.099000+00:00,31.251889,34.7995764,300.941,0.5329132571245985,1.9184877256485546
2024-04-07 06:56:37.200000+00:00,31.2518892,34.7995762,300.882,0.2894477987389626,1.0420120754602653
2024-04-07 06:56:37.299000+00:00,31.251889,34.7995764,300.793,0.2952952290165174,1.0630628244594627
2024-04-07 06:56:37.400000+00:00,31.2518886,34.7995766,300.712,0.4779010094642458,1.720443634071285
2024-04-07 06:56:37.500000+00:00,31.251889,34.7995763,300.673,0.5275841245533525,1.8993028483920689
2024-04-07 06:56:37.599000+00:00,31.251889,34.7995764,300.653,0.09621444840166825,0.3463720142460057
2024-04-07 06:56:37.700000+00:00,31.2518886,34.7995767,300.607,0.5223605193597549,1.8804978696951178
2024-04-07 06:56:37.799000+00:00,31.2518882,34.7995771,300.569,0.5905904554160296,2.126125639497707
2024-04-07 06:56:37.900000+00:00,31.2518879,34.7995774,300.54,0.43417169576845616,1.5630181047664422
2024-04-07 06:56:38+00:00,31.2518881,34.7995775,300.509,0.241340005220224,0.8688240187928065
2024-04-07 06:56:38.099000+00:00,31.2518882,34.7995771,300.455,0.4008218046661713,1.4429584967982167
2024-04-07 06:56:38.200000+00:00,31.2518882,34.7995774,300.455,0.2829276310834911,1.018539471900568
2024-04-07 06:56:38.299000+00:00,31.2518899,34.7995765,300.454,2.0915653498977687,7.529635259631967
2024-04-07 06:56:38.400000+00:00,31.2518899,34.7995763,300.41,0.18861842181011115,0.6790263185164002
2024-04-07 06:56:38.500000+00:00,31.2518902,34.7995761,300.381,0.3833131882773121,1.3799274777983235
2024-04-07 06:56:38.599000+00:00,31.2518902,34.7995759,300.345,0.19242889436954408,0.6927440197303587
2024-04-07 06:56:38.700000+00:00,31.2518911,34.7995761,300.304,1.005828056867626,3.620981004723454
2024-04-07 06:56:38.799000+00:00,31.2518927,34.7995759,300.272,1.8022025398603798,6.487929143497367
2024-04-07 06:56:38.900000+00:00,31.2518947,34.7995751,300.258,2.3215387971010135,8.357539669563648
2024-04-07 06:56:39+00:00,31.2518957,34.7995747,300.195,1.1723770818435002,4.2205574946366005
2024-04-07 06:56:39.099000+00:00,31.2518954,34.7995741,300.18,0.6679395583171516,2.404582409941746
2024-04-07 06:56:39.200000+00:00,31.2518969,34.7995745,300.155,1.6892995720853143,6.081478459507132
2024-04-07 06:56:39.299000+00:00,31.2518965,34.7995741,300.139,0.5905904336230683,2.126125561043046
2024-04-07 06:56:39.400000+00:00,31.2518934,34.7995718,300.109,4.035572446574612,14.528060807668604
2024-04-07 06:56:39.500000+00:00,31.251892,34.7995706,300.252,1.9276773841443744,6.9396385829197476
2024-04-07 06:56:39.599000+00:00,31.2518929,34.7995693,300.347,1.6063687285190231,5.782927422668483
2024-04-07 06:56:39.700000+00:00,31.2518919,34.7995688,300.345,1.1947525414535,4.301109149232601
2024-04-07 06:56:39.799000+00:00,31.2518904,34.7995685,300.344,1.7045232592721673,6.136283733379803
2024-04-07 06:56:39.900000+00:00,31.2518895,34.7995681,300.149,1.05755415070664,3.807194942543904
2024-04-07 06:56:40+00:00,31.2518869,34.799568,300.098,2.8842921611912224,10.383451780288402
2024-04-07 06:56:40.099000+00:00,31.2518848,34.7995681,299.993,2.35383578254984,8.473808817179425
2024-04-07 06:56:40.200000+00:00,31.251883,34.7995682,299.993,1.9782180943278478,7.121585139580252
2024-04-07 06:56:40.299000+00:00,31.251882,34.7995678,299.97,1.1842192996025573,4.263189478569206
2024-04-07 06:56:40.400000+00:00,31.2518823,34.7995669,299.969,0.9104336987306377,3.277561315430296
2024-04-07 06:56:40.500000+00:00,31.2518814,34.7995661,299.903,1.2555497565197928,4.519979123471255
2024-04-07 06:56:40.599000+00:00,31.2518806,34.7995651,299.837,1.31470468538644,4.732936867391184
2024-04-07 06:56:40.700000+00:00,31.2518801,34.7995634,299.747,1.6946095833199941,6.1005944999519786
2024-04-07 06:56:40.799000+00:00,31.2518776,34.7995631,299.561,2.814682706676933,10.132857744036958
2024-04-07 06:56:40.900000+00:00,31.251878,34.7995638,299.471,0.7928617251249453,2.8543022104498035
2024-04-07 06:56:41+00:00,31.2518734,34.7995629,299.329,5.171740706983541,18.61826654514075
2024-04-07 06:56:41.099000+00:00,31.251872,34.799562,299.23,1.791140493086431,6.448105775111151
2024-04-07 06:56:41.200000+00:00,31.2518702,34.7995619,299.159,1.978218100608763,7.121585162191547
2024-04-07 06:56:41.299000+00:00,31.2518707,34.7995619,299.189,0.5599687077030905,2.015887347731126
2024-04-07 06:56:41.400000+00:00,31.2518707,34.799562,299.147,0.09430922998983923,0.33951322796342126
2024-04-07 06:56:41.500000+00:00,31.2518706,34.7995625,299.08,0.48899705254688736,1.7603893891687945
2024-04-07 06:56:41.599000+00:00,31.2518749,34.7995647,298.863,5.260395382706515,18.937423377743457
2024-04-07 06:56:41.700000+00:00,31.2518753,34.7995659,298.698,1.2139116808121981,4.370082050923913
2024-04-07 06:56:41.799000+00:00,31.2518761,34.7995662,298.624,0.9412976584978096,3.3886715705921144
2024-04-07 06:56:41.900000+00:00,31.2518769,34.7995644,298.613,1.9112771285092232,6.880597662633203
2024-04-07 06:56:42+00:00,31.2518772,34.7995641,298.624,0.4385134359026036,1.5786483692493731
2024-04-07 06:56:42.099000+00:00,31.2518767,34.7995637,298.562,0.6794707407161648,2.446094666578193
2024-04-07 06:56:42.200000+00:00,31.2518777,34.7995643,298.514,1.2350183113854893,4.4460659209877615
2024-04-07 06:56:42.299000+00:00,31.2518789,34.7995656,298.425,1.8359206395675816,6.609314302443294
2024-04-07 06:56:42.400000+00:00,31.25188,34.7995675,298.294,2.160777873761286,7.778800345540629
2024-04-07 06:56:42.500000+00:00,31.2518807,34.7995688,298.196,1.4614015524408155,5.261045588786936
2024-04-07 06:56:42.599000+00:00,31.2518819,34.7995694,298.147,1.4626667768251247,5.265600396570449
2024-04-07 06:56:42.700000+00:00,31.2518827,34.7995705,298.127,1.359209890783122,4.8931556068192394
2024-04-07 06:56:42.799000+00:00,31.2518834,34.7995704,298.067,0.7898382893104073,2.8434178415174665
2024-04-07 06:56:42.900000+00:00,31.2518848,34.7995712,298.136,1.7120699234062131,6.163451724262368
2024-04-07 06:56:43+00:00,31.2518854,34.7995715,298.034,0.724020045551149,2.606472163984136
2024-04-07 06:56:43.099000+00:00,31.2518857,34.7995713,297.874,0.3871850496252194,1.3938661786507898
2024-04-07 06:56:43.200000+00:00,31.251886,34.799571,297.743,0.43417170001500244,1.5630181200540088
2024-04-07 06:56:43.299000+00:00,31.2518863,34.7995706,297.611,0.510880521233401,1.8391698764402435
2024-04-07 06:56:43.400000+00:00,31.251887,34.7995697,297.492,1.1449544376783334,4.121835975642
2024-04-07 06:56:43.500000+00:00,31.2518866,34.7995691,297.419,0.7234058790759774,2.604261164673519
2024-04-07 06:56:43.599000+00:00,31.2518855,34.7995701,297.252,1.5631303230016629,5.6272691628059865
2024-04-07 06:56:43.700000+00:00,31.2518852,34.7995699,297.09,0.37951801883827735,1.3662648678177984
2024-04-07 06:56:43.799000+00:00,31.2518857,34.7995696,297.048,0.6299840704831119,2.267942653739203
2024-04-07 06:56:43.900000+00:00,31.2518863,34.7995693,297.066,0.7168515324307286,2.580665516750623
2024-04-07 06:56:44+00:00,31.2518859,34.799569,297.123,0.5275841407814458,1.8993029068132048
2024-04-07 06:56:44.099000+00:00,31.2518861,34.7995703,297.045,1.2706851119272964,4.574466402938267
2024-04-07 06:56:44.200000+00:00,31.2518859,34.7995709,296.937,0.606955782375391,2.1850408165514077
2024-04-07 06:56:44.299000+00:00,31.2518858,34.7995714,296.832,0.49393633924451064,1.7781708212802383
2024-04-07 06:56:44.400000+00:00,31.2518854,34.7995722,296.638,0.8729507794938046,3.142622806177697
2024-04-07 06:56:44.500000+00:00,31.251886,34.7995734,296.501,1.322520424304,4.761073527494401
2024-04-07 06:56:44.599000+00:00,31.2518868,34.7995739,296.408,1.016934990079453,3.660965964286031
2024-04-07 06:56:44.700000+00:00,31.2518872,34.7995742,296.33,0.5223605310512226,1.8804979117844014
2024-04-07 06:56:44.799000+00:00,31.2518879,34.7995745,296.395,0.8354054694683426,3.0074596900860335
2024-04-07 06:56:44.900000+00:00,31.2518882,34.7995747,296.212,0.3795180195410644,1.366264870347832
2024-04-07 06:56:45+00:00,31.2518884,34.799575,296.138,0.36170292572744495,1.3021305326188017
2024-04-07 06:56:45.099000+00:00,31.2518885,34.7995753,296.028,0.30960875650044184,1.1145915234015906
2024-04-07 06:56:45.200000+00:00,31.2518875,34.7995747,296.043,1.2350182886375067,4.4460658390950245
2024-04-07 06:56:45.299000+00:00,31.2518867,34.7995742,295.902,1.0169349852859815,3.6609659470295335
2024-04-07 06:56:45.400000+00:00,31.2518857,34.7995738,295.753,1.16076941120726,4.178769880346136
2024-04-07 06:56:45.500000+00:00,31.2518843,34.7995726,295.656,1.9276774443376965,6.939638799615707
2024-04-07 06:56:45.599000+00:00,31.2518835,34.7995721,295.501,1.0169350022597896,3.660966008135243
2024-04-07 06:56:45.700000+00:00,31.2518826,34.7995712,295.439,1.3025151126683838,4.689054405606182
2024-04-07 06:56:45.799000+00:00,31.2518828,34.7995714,295.305,0.29529523296365595,1.0630628386691614
2024-04-07 06:56:45.900000+00:00,31.251884,34.7995723,295.097,1.5670815979420991,5.641493752591557
2024-04-07 06:56:46+00:00,31.2518849,34.7995723,294.884,0.9978642350116432,3.5923112460419158
2024-04-07 06:56:46.099000+00:00,31.2518844,34.7995715,294.676,0.9518545472197811,3.426676369991212
2024-04-07 06:56:46.200000+00:00,31.251884,34.7995704,294.543,1.1265052495733063,4.055418898463903
2024-04-07 06:56:46.299000+00:00,31.2518834,34.7995696,294.473,1.0217610601874465,3.6783398166748076
2024-04-07 06:56:46.400000+00:00,31.2518834,34.7995696,294.288,0.0,0.0
2024-04-07 06:56:46.500000+00:00,31.251884,34.7995693,294.157,0.7240200439257497,2.606472158132699
2024-04-07 06:56:46.599000+00:00,31.2518857,34.7995696,293.881,1.9256494541956308,6.932338035104271
2024-04-07 06:56:46.700000+00:00,31.2518871,34.7995699,293.696,1.5626902668904634,5.6256849608056685
2024-04-07 06:56:46.799000+00:00,31.251887,34.7995696,293.547,0.3096087540158055,1.1145915144568999
2024-04-07 06:56:46.900000+00:00,31.2518876,34.7995698,293.387,0.6851313581011679,2.4664728891642045
2024-04-07 06:56:47+00:00,31.2518881,34.7995704,293.311,0.7962116820505966,2.866362055382148
2024-04-07 06:56:47.099000+00:00,31.2518894,34.7995715,293.203,1.7999507467943514,6.479822688459665
2024-04-07 06:56:47.200000+00:00,31.2518906,34.7995727,293.114,1.7366867767513845,6.2520723963049845
2024-04-07 06:56:47.299000+00:00,31.251892,34.7995736,293.155,1.7911404218933804,6.44810551881617
2024-04-07 06:56:47.400000+00:00,31.2518925,34.7995736,293.137,0.5488802120780255,1.9759687634808918
2024-04-07 06:56:47.500000+00:00,31.2518923,34.7995723,293.177,1.2579781761108806,4.52872143399917
2024-04-07 06:56:47.599000+00:00,31.2518914,34.7995719,293.18,1.078918884139168,3.884107982901005
2024-04-07 06:56:47.700000+00:00,31.2518903,34.7995716,293.084,1.2402388350143996,4.464859806051838
2024-04-07 06:56:47.799000+00:00,31.2518887,34.7995715,293.354,1.7944810805876037,6.460131890115373
2024-04-07 06:56:47.900000+00:00,31.2518893,34.7995716,293.2,0.6653737970177832,2.3953456692640196
2024-04-07 06:56:48+00:00,31.2518895,34.7995715,293.075,0.24134002415129038,0.8688240869446454
2024-04-07 06:56:48.099000+00:00,31.251891,34.7995725,292.888,1.9359252334776205,6.969330840519434
2024-04-07 06:56:48.200000+00:00,31.2518919,34.7995729,292.656,1.057554157575195,3.807194967270702
2024-04-07 06:56:48.299000+00:00,31.251893,34.7995735,292.434,1.3604830976943487,4.897739151699655
2024-04-07 06:56:48.400000+00:00,31.2518933,34.7995741,292.198,0.6547130430011996,2.3569669548043186
2024-04-07 06:56:48.500000+00:00,31.2518911,34.7995747,292.045,2.5052824661534148,9.019016878152293
2024-04-07 06:56:48.599000+00:00,31.2518899,34.7995758,291.939,1.7106307867307056,6.15827083223054
2024-04-07 06:56:48.700000+00:00,31.2518904,34.799575,291.856,0.9330059070495162,3.3588212653782588
2024-04-07 06:56:48.799000+00:00,31.2518905,34.7995758,291.864,0.7778204508606293,2.8001536230982658
2024-04-07 06:56:48.900000+00:00,31.2518904,34.7995762,291.787,0.39288472654202333,1.414385015551284
2024-04-07 06:56:49+00:00,31.2518882,34.7995766,291.947,2.468801357578135,8.887684887281287
2024-04-07 06:56:49.099000+00:00,31.2518874,34.7995772,291.926,1.0658265347954545,3.8369755252636364
2024-04-07 06:56:49.200000+00:00,31.2518869,34.7995782,292.087,1.0911884562900738,3.928278442644266
2024-04-07 06:56:49.299000+00:00,31.2518898,34.7995793,291.895,3.41591108076671,12.297279890760157
2024-04-07 06:56:49.400000+00:00,31.2518902,34.79958,291.811,0.7928616507252793,2.8543019426110052
2024-04-07 06:56:49.500000+00:00,31.2518903,34.7995807,291.774,0.6759216310946811,2.4333178719408517
2024-04-07 06:56:49.599000+00:00,31.2518895,34.7995815,291.731,1.1811809128221946,4.2522512861599004
2024-04-07 06:56:49.700000+00:00,31.2518892,34.799582,291.666,0.5751631914833478,2.070587489340052
2024-04-07 06:56:49.799000+00:00,31.2518885,34.7995825,291.555,0.919792249256726,3.3112520973242137
2024-04-07 06:56:49.900000+00:00,31.2518887,34.7995831,291.516,0.6069557628700311,2.185040746332112
2024-04-07 06:56:50+00:00,31.2518901,34.7995836,291.485,1.6236542421549145,5.845155271757692
2024-04-07 06:56:50.099000+00:00,31.2518924,34.7995844,291.572,2.688400347252237,9.678241250108053
2024-04-07 06:56:50.200000+00:00,31.2518931,34.7995853,291.5,1.1449543900725314,4.121835804261114
2024-04-07 06:56:50.299000+00:00,31.2518937,34.7995858,291.513,0.8264163683392646,2.9750989260213525
2024-04-07 06:56:50.400000+00:00,31.2518939,34.7995869,291.462,1.0603794136704892,3.817365889213761
2024-04-07 06:56:50.500000+00:00,31.2518941,34.7995881,291.396,1.164338453561452,4.191618432821228
2024-04-07 06:56:50.599000+00:00,31.2518939,34.7995889,291.403,0.8016435643658756,2.885916831717152
2024-04-07 06:56:50.700000+00:00,31.251893,34.7995898,291.365,1.3025150604020916,4.68905421744753
2024-04-07 06:56:50.799000+00:00,31.2518922,34.7995885,291.303,1.5385695735979583,5.53885046495265
2024-04-07 06:56:50.900000+00:00,31.2518924,34.7995897,291.378,1.1528103706295894,4.150117334266522
2024-04-07 06:56:51+00:00,31.251892,34.7995905,291.428,0.8816802379982747,3.174048856793789
2024-04-07 06:56:51.099000+00:00,31.2518915,34.799591,291.574,0.7382380620949075,2.657657023541667
2024-04-07 06:56:51.200000+00:00,31.2518908,34.799591,291.834,0.7684322982298059,2.7663562736273013
2024-04-07 06:56:51.299000+00:00,31.2518904,34.7995917,291.876,0.8088790601994468,2.9119646167180084
2024-04-07 06:56:51.400000+00:00,31.2518896,34.7995928,292.195,1.3592098312704006,4.893155392573442
2024-04-07 06:56:51.500000+00:00,31.2518901,34.7995943,292.355,1.5325632932534332,5.51722785571236
2024-04-07 06:56:51.599000+00:00,31.2518906,34.7995952,292.42,1.0312127500205024,3.7123659000738085
2024-04-07 06:56:51.700000+00:00,31.2518917,34.799597,292.405,2.083236384428548,7.4996509839427725
2024-04-07 06:56:51.799000+00:00,31.2518932,34.7995994,292.509,2.855563494140483,10.280028578905739
2024-04-07 06:56:51.900000+00:00,31.2518925,34.7996006,292.611,1.3679388961164005,4.924580026019042
2024-04-07 06:56:52+00:00,31.2518929,34.7996014,292.766,0.8816802398630694,3.17404886350705
2024-04-07 06:56:52.099000+00:00,31.2518927,34.7996026,292.827,1.176099461695255,4.233958062102918
2024-04-07 06:56:52.200000+00:00,31.2518932,34.7996037,292.922,1.1736570576016496,4.225165407365939
2024-04-07 06:56:52.299000+00:00,31.2518931,34.7996051,293.006,1.3516499315934518,4.865939753736427
2024-04-07 06:56:52.400000+00:00,31.2518932,34.7996064,293.112,1.2309244697519746,4.431328091107108
2024-04-07 06:56:52.500000+00:00,31.2518933,34.7996073,293.253,0.8644107967741785,3.1118788683870426
2024-04-07 06:56:52.599000+00:00,31.2518929,34.7996083,293.37,1.0613215738771873,3.820757665957874
2024-04-07 06:56:52.700000+00:00,31.2518913,34.7996083,293.681,1.7564167002463371,6.323100120886814
2024-04-07 06:56:52.799000+00:00,31.2518898,34.7996086,293.908,1.7045232583720187,6.136283730139267
2024-04-07 06:56:52.900000+00:00,31.2518918,34.7996109,294.11,3.0863178585713604,11.110744290856898
2024-04-07 06:56:53+00:00,31.2518921,34.7996118,294.154,0.9195379595375472,3.31033665433517
2024-04-07 06:56:53.099000+00:00,31.2518917,34.7996127,294.202,0.9749442694069653,3.509799369865075
2024-04-07 06:56:53.200000+00:00,31.2518917,34.7996131,294.203,0.37723683646342626,1.3580526112683347
2024-04-07 06:56:53.299000+00:00,31.2518928,34.7996142,294.214,1.6241237333482963,5.846845440053867
2024-04-07 06:56:53.400000+00:00,31.2518935,34.7996148,294.249,0.9542957373717832,3.4354646545384195
2024-04-07 06:56:53.500000+00:00,31.2518953,34.799615,294.404,2.0048002687353685,7.217280967447327
2024-04-07 06:56:53.599000+00:00,31.2518962,34.7996156,294.465,1.1615551212883244,4.181598436637968
2024-04-07 06:56:53.700000+00:00,31.2518975,34.7996158,294.636,1.4394994413570847,5.182197988885505
2024-04-07 06:56:53.799000+00:00,31.2518994,34.7996148,294.686,2.3352943493200415,8.40705965755215
2024-04-07 06:56:53.900000+00:00,31.2519003,34.7996149,294.72,0.9924753890282979,3.5729114005018725
2024-04-07 06:56:54+00:00,31.2519017,34.7996154,294.767,1.623654232721631,5.845155237797872
2024-04-07 06:56:54.099000+00:00,31.2519017,34.7996163,294.787,0.8659299060327335,3.1173476617178406
2024-04-07 06:56:54.200000+00:00,31.2519019,34.7996169,294.766,0.6069556870007401,2.1850404732026645
2024-04-07 06:56:54.299000+00:00,31.2519027,34.7996176,294.83,1.1208612522518882,4.035100508106797
2024-04-07 06:56:54.400000+00:00,31.2519043,34.7996171,294.92,1.8186135387170062,6.547008739381222
2024-04-07 06:56:54.500000+00:00,31.2519041,34.7996178,294.931,0.702672696577726,2.5296217076798135
2024-04-07 06:56:54.599000+00:00,31.251902,34.7996199,295.027,3.1005996956838,11.162158904461679
2024-04-07 06:56:54.700000+00:00,31.2519021,34.799621,295.022,1.0431931624061856,3.7554953846622685
2024-04-07 06:56:54.799000+00:00,31.2519034,34.7996225,294.954,2.050017783186645,7.380064019471922
2024-04-07 06:56:54.900000+00:00,31.2519049,34.7996227,294.979,1.6574083214450932,5.966669957202336
2024-04-07 06:56:55+00:00,31.2519061,34.7996225,295.045,1.3440550803932116,4.838598289415562
2024-04-07 06:56:55.099000+00:00,31.2519065,34.7996232,295.098,0.8088789656308101,2.911964276270916
2024-04-07 06:56:55.200000+00:00,31.2519054,34.7996243,295.212,1.5919627703785644,5.731065973362832
2024-04-07 06:56:55.299000+00:00,31.2519057,34.7996247,295.274,0.5108804673250514,1.8391696823701853
2024-04-07 06:56:55.400000+00:00,31.2519056,34.7996245,295.408,0.2182376614894209,0.7856555813619153
2024-04-07 06:56:55.500000+00:00,31.2519066,34.7996248,295.409,1.1449703072304813,4.121893106029733
2024-04-07 06:56:55.599000+00:00,31.2519065,34.799625,295.433,0.22264649797164254,0.8015273926979132
2024-04-07 06:56:55.700000+00:00,31.2519065,34.799625,295.461,0.0,0.0
2024-04-07 06:56:55.799000+00:00,31.2519064,34.7996253,295.525,0.30960870548609576,1.1145913397499447
2024-04-07 06:56:55.900000+00:00,31.2519054,34.7996262,295.61,1.3876275078685483,4.995459028326774
